employee_id,age,gender,marital_status,department,job_role,education_level,years_at_company,years_in_role,monthly_salary,salary_hike_pct,job_satisfaction,work_life_balance,environment_satisfaction,overtime,business_travel,num_companies_worked,distance_from_home_km,performance_rating,training_hours_last_year,attrition
EMP1065,34,Male,Single,Sales,Account Manager,Graduate,12,3,127636,11,4,3,3,No,Frequently,7,2,4,56,No
EMP1066,27,Male,Single,HR,Talent Acquisition Specialist,Graduate,15,3,103952,16,1,4,2,Yes,Rarely,4,36,4,48,No
EMP1067,45,Male,Single,Technology,Software Engineer,Post-Graduate,5,3,132631,21,3,2,3,Yes,No Travel,1,16,4,56,No
EMP1068,45,Male,Divorced,Finance,Finance Manager,Post-Graduate,10,2,122352,14,3,4,3,Yes,Rarely,4,58,2,63,No
EMP1069,43,Male,Single,Technology,QA Engineer,Graduate,13,2,174099,5,4,4,3,Yes,Rarely,7,53,2,56,No
EMP1070,48,Female,Married,Operations,Operations Analyst,Post-Graduate,4,1,68005,4,1,3,2,No,Rarely,0,58,4,6,Yes
EMP1071,35,Male,Married,Finance,Finance Manager,Post-Graduate,7,0,101921,25,3,2,3,Yes,Frequently,0,37,3,72,No
EMP1072,49,Male,Married,Operations,Team Lead,Graduate,4,2,69431,11,3,4,3,No,Rarely,1,54,4,31,No
EMP1073,55,Female,Divorced,Operations,Operations Manager,Graduate,0,0,46353,22,4,4,1,No,Rarely,6,2,3,47,No
EMP1074,43,Male,Married,Technology,Tech Lead,Post-Graduate,15,5,182645,23,2,2,4,No,Frequently,1,32,4,9,Yes
EMP1075,48,Male,Married,Technology,DevOps Engineer,Graduate,4,4,119353,9,2,1,4,Yes,Rarely,3,4,1,14,Yes
EMP1076,42,Male,Single,HR,Talent Acquisition Specialist,Post-Graduate,6,1,81799,7,4,4,1,Yes,Rarely,5,42,2,50,No
EMP1077,32,Male,Single,Finance,Finance Manager,Post-Graduate,9,3,120522,16,4,1,1,No,Rarely,2,39,3,76,No
EMP1078,32,Female,Married,Operations,Team Lead,Post-Graduate,2,2,54359,9,2,4,3,Yes,No Travel,5,55,3,54,Yes
EMP1079,23,Female,Divorced,HR,Talent Acquisition Specialist,Post-Graduate,6,6,74178,23,3,3,3,No,No Travel,6,38,2,77,No
EMP1080,22,Male,Married,HR,HR Business Partner,Post-Graduate,0,0,49122,4,3,3,3,No,Rarely,7,57,3,62,Yes
EMP1081,44,Male,Married,Operations,Operations Analyst,Post-Graduate,11,0,91769,14,4,3,2,No,Rarely,2,23,3,80,No
EMP1082,54,Male,Married,Sales,Account Manager,Graduate,14,0,116581,24,4,3,3,No,No Travel,7,51,3,80,No
EMP1083,41,Male,Single,Finance,Financial Analyst,Post-Graduate,1,1,70408,9,4,3,3,No,No Travel,7,6,3,42,No
EMP1084,25,Male,Single,Technology,DevOps Engineer,Post-Graduate,11,1,168316,10,3,3,1,No,Rarely,7,29,3,46,Yes
EMP1085,43,Female,Married,Operations,Operations Manager,Graduate,12,6,85198,21,4,3,3,No,No Travel,7,58,3,64,No
EMP1086,28,Female,Divorced,Sales,Business Development Manager,Post-Graduate,0,0,67649,21,3,1,3,No,Rarely,0,20,3,4,No
EMP1087,40,Male,Married,Sales,Sales Executive,Post-Graduate,9,4,101823,11,1,1,1,Yes,No Travel,6,60,1,58,No
EMP1088,26,Female,Married,HR,HR Executive,Graduate,5,5,80055,12,4,2,3,Yes,No Travel,3,53,2,70,No
EMP1089,45,Male,Single,Technology,QA Engineer,Graduate,1,1,102881,13,1,4,1,Yes,No Travel,3,48,4,76,Yes
EMP1090,26,Female,Married,Technology,QA Engineer,Post-Graduate,9,6,159805,8,3,2,1,No,Rarely,5,46,4,5,No
EMP1091,56,Male,Married,Operations,Team Lead,Post-Graduate,6,2,67836,10,4,3,3,Yes,Rarely,1,9,3,1,No
EMP1092,50,Male,Married,Finance,Financial Analyst,Graduate,3,3,83908,16,3,4,3,Yes,Rarely,1,25,3,15,No
EMP1093,35,Female,Single,Sales,Account Manager,Graduate,5,1,84566,7,3,2,2,Yes,Rarely,7,48,2,7,Yes
EMP1094,37,Male,Married,Sales,Sales Executive,Post-Graduate,4,4,90982,23,3,3,4,Yes,Rarely,0,30,4,36,No
EMP1095,36,Male,Married,Technology,QA Engineer,Graduate,15,5,178480,23,4,4,4,No,Rarely,6,29,3,53,No
EMP1096,36,Male,Married,HR,HR Executive,Graduate,3,3,72313,11,3,3,4,No,Rarely,1,44,3,23,No
EMP1097,55,Male,Single,Technology,Tech Lead,Post-Graduate,0,0,101181,18,2,3,3,Yes,No Travel,4,40,4,34,No
EMP1098,51,Male,Single,Finance,Accounts Executive,Graduate,2,2,88546,13,4,3,3,No,Frequently,4,51,3,65,No
EMP1099,34,Male,Married,Operations,Operations Analyst,Doctorate,11,5,90551,19,3,3,2,Yes,Rarely,1,22,3,12,No
EMP1100,56,Female,Married,Technology,DevOps Engineer,Graduate,0,0,94978,6,2,4,4,No,Rarely,7,24,3,53,Yes
EMP1101,24,Male,Married,Finance,Accounts Executive,Graduate,7,4,100008,7,4,3,2,No,No Travel,3,36,3,1,No
EMP1102,50,Male,Married,Finance,Senior Accountant,Post-Graduate,5,2,104028,17,2,2,2,Yes,Rarely,7,8,3,54,No
EMP1103,22,Female,Single,Operations,Team Lead,Graduate,13,2,86607,23,3,2,3,Yes,Frequently,2,26,2,27,Yes
EMP1104,45,Male,Single,Finance,Financial Analyst,Post-Graduate,0,0,72462,3,1,4,3,No,Frequently,7,20,2,52,Yes
EMP1105,24,Male,Married,Finance,Financial Analyst,Post-Graduate,5,0,99643,14,4,2,1,No,Frequently,4,58,2,74,No
EMP1106,57,Male,Married,Technology,QA Engineer,Graduate,11,5,172014,22,2,2,2,No,Rarely,2,9,2,73,No
EMP1107,50,Female,Married,Finance,Finance Manager,Graduate,2,2,87483,20,3,3,4,Yes,No Travel,7,16,3,67,No
EMP1108,31,Male,Married,Sales,Sales Lead,Graduate,14,0,114694,7,3,3,2,No,Frequently,0,11,2,8,No
EMP1109,51,Male,Married,Finance,Accounts Executive,Graduate,11,3,118553,12,2,2,4,Yes,Rarely,6,32,3,52,No
EMP1110,22,Male,Married,Sales,Sales Executive,Post-Graduate,6,0,99102,7,1,4,4,Yes,No Travel,2,36,3,47,No
EMP1111,48,Female,Single,Operations,Operations Manager,Graduate,5,5,66767,24,2,2,2,No,Frequently,0,23,2,79,No
EMP1112,30,Female,Single,Sales,Business Development Manager,Post-Graduate,5,0,89055,23,2,2,4,No,Rarely,4,20,3,58,Yes
EMP1113,56,Female,Married,HR,HR Executive,Graduate,3,0,64183,20,1,2,3,Yes,Rarely,7,16,4,56,No
EMP1114,35,Female,Single,Sales,Sales Executive,Post-Graduate,6,4,98842,24,1,4,2,Yes,Rarely,0,34,3,47,No
EMP1115,41,Male,Single,Finance,Senior Accountant,Post-Graduate,5,1,103722,11,1,2,2,No,Frequently,5,49,2,50,Yes
EMP1116,24,Male,Single,Sales,Business Development Manager,Doctorate,12,3,117308,11,3,2,1,Yes,No Travel,0,31,2,60,No
EMP1117,41,Male,Married,Sales,Sales Executive,Graduate,0,0,67630,9,4,3,3,Yes,Frequently,5,18,3,4,No
EMP1118,38,Male,Single,Sales,Sales Executive,Graduate,1,1,70396,4,3,4,1,No,Rarely,1,18,2,47,No
EMP1119,23,Female,Single,Sales,Business Development Manager,Graduate,0,0,62852,23,1,3,4,No,No Travel,0,21,4,4,Yes
EMP1120,26,Male,Single,Technology,DevOps Engineer,Graduate,14,3,173928,4,1,2,1,Yes,Rarely,2,45,4,0,No
EMP1121,39,Male,Married,Operations,Operations Analyst,Graduate,4,4,69458,6,3,2,4,No,Rarely,1,28,3,32,No
EMP1122,37,Female,Married,Operations,Team Lead,Post-Graduate,1,1,48153,18,2,1,2,No,Frequently,6,14,3,55,Yes
EMP1123,44,Male,Single,Operations,Process Associate,Graduate,3,1,59527,15,1,4,3,No,No Travel,2,16,3,20,No
EMP1124,54,Male,Single,Technology,DevOps Engineer,Graduate,14,2,186499,13,3,2,2,Yes,Rarely,7,47,3,21,No
EMP1125,47,Male,Married,Technology,Software Engineer,Graduate,6,6,132207,16,2,2,3,Yes,No Travel,3,33,3,59,Yes
EMP1126,29,Male,Married,Sales,Business Development Manager,Graduate,4,4,86609,7,3,3,3,No,Frequently,7,24,4,32,No
EMP1127,22,Male,Single,Finance,Senior Accountant,Post-Graduate,6,2,94510,21,4,2,2,No,No Travel,6,23,3,19,No
EMP1128,49,Male,Married,Operations,Process Associate,Graduate,6,2,75524,25,2,2,3,No,No Travel,2,25,3,52,Yes
EMP1129,42,Male,Married,HR,Talent Acquisition Specialist,Graduate,4,1,68312,24,2,4,4,No,No Travel,1,55,3,6,No
EMP1130,25,Female,Single,Operations,Team Lead,Post-Graduate,11,6,82864,15,4,2,3,No,No Travel,3,6,3,70,No
EMP1131,58,Female,Single,Operations,Process Associate,Graduate,2,0,52918,17,3,1,4,No,Frequently,2,52,3,42,No
EMP1132,27,Male,Married,Operations,Operations Analyst,Graduate,4,0,68916,4,2,3,3,Yes,Rarely,0,36,2,48,No
EMP1133,22,Male,Married,Technology,Software Engineer,Doctorate,0,0,101531,11,4,3,1,No,No Travel,6,53,3,38,No
EMP1134,38,Female,Married,Sales,Business Development Manager,Graduate,6,2,92184,10,2,4,2,No,Rarely,3,48,3,34,No
EMP1135,47,Female,Single,Finance,Finance Manager,Graduate,2,2,80359,11,4,3,4,Yes,Rarely,3,34,4,23,No
EMP1136,55,Female,Divorced,HR,HR Business Partner,Post-Graduate,1,1,62963,6,3,2,2,Yes,No Travel,5,35,1,13,Yes
EMP1137,39,Male,Single,Sales,Account Manager,Graduate,11,4,122795,12,2,4,1,Yes,Rarely,5,25,3,46,No
EMP1138,22,Male,Married,Technology,QA Engineer,Graduate,8,0,155037,22,4,3,3,Yes,Rarely,2,49,3,73,No
EMP1139,47,Male,Single,Finance,Financial Analyst,Post-Graduate,0,0,65254,5,3,3,2,No,No Travel,1,36,3,74,Yes
EMP1140,55,Male,Married,Technology,DevOps Engineer,Post-Graduate,1,1,107400,23,4,2,4,Yes,Rarely,5,7,3,1,No
EMP1141,24,Female,Married,Operations,Process Associate,Post-Graduate,11,5,82995,10,3,2,3,Yes,Rarely,6,12,2,79,No
EMP1142,24,Female,Single,Operations,Team Lead,Graduate,2,0,55639,23,3,1,3,Yes,Rarely,4,14,3,61,No
EMP1143,48,Male,Married,Sales,Sales Executive,Graduate,10,4,112596,16,4,3,2,No,Rarely,1,17,4,19,No
EMP1144,23,Male,Married,Operations,Operations Analyst,Graduate,3,0,66420,6,3,3,3,Yes,Frequently,7,45,3,71,No
EMP1145,58,Female,Divorced,Technology,Data Analyst,Graduate,0,0,91824,18,1,3,2,No,Rarely,6,9,4,36,No
EMP1146,38,Male,Married,Operations,Operations Analyst,Graduate,14,2,93016,25,3,3,3,Yes,No Travel,4,55,2,71,No
EMP1147,41,Male,Divorced,Finance,Senior Accountant,Post-Graduate,3,1,81356,15,2,3,3,No,Rarely,4,47,4,35,No
EMP1148,29,Female,Divorced,Finance,Finance Manager,Graduate,13,4,132523,22,1,3,3,No,Frequently,4,23,3,37,No
EMP1149,24,Female,Married,HR,HR Business Partner,Graduate,1,1,59149,6,4,2,4,No,Rarely,6,34,4,1,No
EMP1150,27,Male,Married,Technology,DevOps Engineer,Graduate,5,1,134218,24,2,3,3,No,No Travel,0,16,4,59,No
EMP1151,46,Male,Divorced,Finance,Accounts Executive,Graduate,12,3,133816,20,1,2,3,No,Frequently,0,56,3,10,No
EMP1152,55,Male,Single,Operations,Team Lead,Doctorate,14,2,83368,8,4,3,3,No,Rarely,5,58,3,66,No
EMP1153,58,Female,Single,Operations,Operations Analyst,Post-Graduate,0,0,43034,15,4,2,1,No,Rarely,0,4,3,78,No
EMP1154,45,Male,Married,Operations,Process Associate,Graduate,9,2,77463,22,1,3,1,No,No Travel,7,3,3,16,No
EMP1155,51,Male,Single,Sales,Sales Lead,Post-Graduate,14,5,125109,3,3,3,1,No,Rarely,6,34,4,44,No
EMP1156,47,Male,Married,Finance,Financial Analyst,Post-Graduate,7,0,104955,16,3,2,4,Yes,Frequently,5,60,4,46,No
EMP1157,31,Female,Married,HR,HR Executive,Graduate,2,2,71423,22,4,2,2,No,Frequently,7,23,3,69,Yes
EMP1158,39,Male,Single,Operations,Operations Analyst,Post-Graduate,12,4,96934,24,4,2,2,No,Rarely,7,30,3,51,No
EMP1159,34,Female,Married,HR,HR Business Partner,Graduate,0,0,62757,11,2,3,4,Yes,Rarely,2,10,3,1,No
EMP1160,48,Male,Married,Operations,Operations Manager,Post-Graduate,12,2,93804,25,3,4,2,No,Rarely,4,35,4,77,No
EMP1161,48,Female,Divorced,Operations,Team Lead,Post-Graduate,5,5,68027,3,2,3,4,No,Frequently,2,38,4,75,Yes
EMP1162,47,Female,Married,Finance,Accounts Executive,Graduate,7,0,106119,22,1,4,3,Yes,Rarely,0,38,3,30,Yes
EMP1163,26,Female,Married,HR,Talent Acquisition Specialist,Graduate,2,2,56595,11,2,4,2,Yes,Rarely,3,17,3,9,No
EMP1164,56,Female,Single,Technology,Tech Lead,Graduate,15,1,176044,23,2,2,2,No,Rarely,5,3,3,14,No
EMP1165,52,Male,Single,Technology,Data Analyst,Post-Graduate,12,1,186946,10,4,3,3,Yes,Rarely,1,4,2,20,No
EMP1166,32,Female,Married,Sales,Sales Lead,Graduate,2,2,77355,22,4,2,3,Yes,Rarely,5,11,3,21,Yes
EMP1167,33,Male,Married,Operations,Operations Manager,Graduate,0,0,56467,18,2,4,2,Yes,Rarely,4,50,2,36,No
EMP1168,33,Male,Married,HR,HR Business Partner,Post-Graduate,11,3,98256,8,1,3,3,No,Rarely,6,49,4,12,No
EMP1169,46,Male,Single,Sales,Sales Lead,Post-Graduate,14,1,115366,7,1,1,3,Yes,No Travel,0,19,2,48,Yes
EMP1170,39,Male,Married,Operations,Team Lead,Graduate,4,0,60335,9,2,4,3,No,Frequently,2,30,4,69,Yes
EMP1171,39,Male,Married,Sales,Business Development Manager,Post-Graduate,12,5,118856,17,1,4,3,No,Rarely,4,39,2,18,No
EMP1172,39,Female,Single,Technology,Software Engineer,Post-Graduate,3,3,124171,3,4,3,3,Yes,Frequently,0,43,3,79,No
EMP1173,44,Female,Married,Technology,Software Engineer,Post-Graduate,11,4,179587,8,2,4,3,Yes,No Travel,3,21,3,69,No
EMP1174,45,Male,Married,Operations,Operations Manager,Doctorate,11,3,90174,25,3,3,1,No,Rarely,3,12,3,22,No
EMP1175,50,Male,Divorced,Finance,Finance Manager,Graduate,11,1,128359,22,3,3,2,No,Rarely,4,3,2,11,No
EMP1176,40,Female,Single,Sales,Account Manager,Post-Graduate,2,2,80312,24,4,3,2,Yes,No Travel,1,47,3,73,Yes
EMP1177,27,Male,Married,Sales,Sales Lead,Post-Graduate,1,1,70032,3,4,3,2,Yes,No Travel,6,8,3,56,No
EMP1178,39,Male,Married,HR,HR Business Partner,Graduate,12,6,96620,10,3,3,3,Yes,Rarely,2,28,3,11,No
EMP1179,47,Female,Married,Operations,Team Lead,Post-Graduate,14,0,95919,11,3,3,3,Yes,No Travel,4,21,3,62,No
EMP1180,54,Male,Married,Operations,Operations Analyst,Graduate,11,1,87890,18,4,4,4,No,Rarely,4,34,3,76,No
EMP1181,40,Male,Single,Technology,Software Engineer,Post-Graduate,14,0,174784,24,2,3,3,No,No Travel,7,44,4,5,No
EMP1182,57,Female,Married,Technology,Tech Lead,Post-Graduate,10,5,169544,17,4,4,2,Yes,Frequently,6,19,3,47,Yes
EMP1183,56,Male,Single,Operations,Team Lead,Graduate,4,4,64681,17,4,3,4,Yes,Rarely,5,59,2,72,Yes
EMP1184,57,Male,Single,HR,Talent Acquisition Specialist,Graduate,14,1,97661,11,3,4,2,No,Frequently,2,24,3,12,No
EMP1185,52,Male,Married,Technology,Software Engineer,Graduate,8,5,156393,23,1,2,3,Yes,Frequently,5,17,3,17,No
EMP1186,42,Male,Married,Sales,Account Manager,Graduate,5,1,85782,12,2,2,3,Yes,Rarely,7,59,3,24,No
EMP1187,29,Male,Married,Technology,Data Analyst,Post-Graduate,4,4,121922,7,3,2,2,No,Rarely,6,41,4,62,No
EMP1188,25,Female,Married,HR,HR Business Partner,Post-Graduate,13,6,99057,5,2,4,3,Yes,Rarely,3,42,4,0,No
EMP1189,51,Female,Divorced,Operations,Operations Analyst,Graduate,11,2,86394,17,3,2,2,Yes,No Travel,3,36,3,53,No
EMP1190,51,Female,Single,Technology,QA Engineer,Graduate,0,0,102896,18,4,2,4,No,Rarely,0,9,3,45,No
EMP1191,39,Male,Single,Sales,Sales Lead,Graduate,4,2,85276,12,1,1,4,No,Frequently,4,29,4,80,No
EMP1192,54,Female,Married,Technology,Data Analyst,Graduate,3,0,118425,25,4,3,2,No,No Travel,6,46,3,53,No
EMP1193,22,Male,Married,Sales,Business Development Manager,Post-Graduate,13,2,117609,19,1,2,3,Yes,No Travel,6,50,3,14,No
EMP1194,25,Male,Single,Sales,Account Manager,Post-Graduate,4,4,76126,10,1,3,3,No,Frequently,4,5,3,22,No
EMP1195,37,Female,Divorced,Finance,Financial Analyst,Post-Graduate,7,0,98919,25,3,1,3,Yes,No Travel,4,45,3,28,No
EMP1196,51,Male,Single,Sales,Account Manager,Graduate,3,3,80343,19,4,1,3,No,Rarely,1,12,3,67,No
EMP1197,23,Female,Married,Sales,Business Development Manager,Graduate,6,1,90091,7,4,3,4,Yes,Frequently,1,19,4,72,Yes
EMP1198,37,Female,Married,Technology,Tech Lead,Post-Graduate,14,4,174555,6,4,1,3,Yes,Rarely,6,13,3,53,No
EMP1199,22,Female,Divorced,Sales,Business Development Manager,Graduate,5,3,91872,18,1,4,2,No,Rarely,5,46,3,40,Yes
EMP1200,47,Male,Married,Technology,DevOps Engineer,Post-Graduate,7,6,149721,23,2,4,4,No,No Travel,4,32,3,80,No
